end_date,invested_amount,final_value,xirr,max_drawdown,max_drawdown_date
2021-10-19,600000,844952.6576544672,6.554171162876522,10.599047549627048,2020-05-19
2021-10-20,600000,844841.4619993559,6.551691305573164,9.821537041086565,2020-05-20
2021-10-21,600000,844358.8337143967,6.5409237691380255,9.292643118898768,2020-05-21
2021-10-22,600000,847254.6153917387,6.605429902277981,8.898177399756985,2013-04-22
2021-10-23,600000,852051.6928809212,6.711767664455862,9.255753127866813,2013-04-23
2021-10-26,600000,855277.2258467524,6.782906450422653,8.992662034555662,2014-05-26
2021-10-27,600000,847563.6152332233,6.612299104315697,9.312297182727992,2014-05-27
2021-10-28,600000,852280.7198268527,6.716828394936668,10.362805383123648,2014-05-28
2021-10-29,600000,853345.7818529787,6.740149967671591,10.765173581043841,2014-05-29
2021-11-03,600000,842614.9763767768,6.500142432156072,10.22706114089159,2014-06-03
2021-11-04,600000,851767.3816871694,6.703609504063988,10.371118058073538,2014-06-04
2021-11-05,600000,851725.1958031027,6.702677087229948,11.25799907881972,2014-06-05
2021-11-07,600000,851000.0916150743,6.686642628533987,11.384190744655857,2014-06-07
2021-11-10,600000,856339.2798597163,6.804366367212294,10.366191691694732,2020-05-10
2021-11-11,600000,874168.8378093884,7.191839742980864,10.366191691694725,2020-05-11
2021-11-12,600000,869876.6796042,7.099344442518787,9.682721522139774,2014-06-12
2021-11-13,600000,872685.3829621221,7.159926863468481,11.149017051581188,2020-05-13
2021-11-14,600000,872348.2427691359,7.152665988359559,9.927044857305615,2020-05-14
2021-11-17,600000,872235.8787371173,7.150245371552651,11.087345414949048,2013-04-17
2021-11-18,600000,874488.7072015592,7.198713315335581,11.790269891887684,2013-04-18
2021-11-19,600000,866286.88795744,7.021607293067798,10.599047549627043,2020-05-19
2021-11-20,600000,866134.1347727753,7.018291730467095,9.821537041086575,2020-05-20
2021-11-21,600000,865436.3180387522,7.003137361376428,9.292643118898765,2020-05-21
2021-11-24,600000,845165.7427448065,6.5570872070558295,8.51480686905496,2014-05-24
2021-11-25,600000,847059.5119800254,6.599245004651627,8.514806869054954,2014-05-25
