end_date,invested_amount,final_value,xirr,max_drawdown,max_drawdown_date
2014-08-05,420000,989930.2129181187,23.566752822523547,14.811529933481149,2008-10-05
2014-08-06,420000,986589.315321135,23.473135735530697,16.124414367516923,2008-11-06
2014-08-09,420000,983585.0901987619,23.38869228694847,25.573482603446394,2008-10-09
2014-08-10,420000,983051.9337670979,23.37368031412054,25.204059121994277,2008-10-10
2014-08-11,420000,981925.4978415978,23.341937751290587,20.40062667860341,2008-10-11
2014-08-12,420000,985913.8422878063,23.454170935530264,19.59077549174768,2008-10-12
2014-08-13,420000,975330.5820977084,23.15539009608981,18.77845220030349,2008-02-13
2014-08-16,420000,1006366.0761276652,24.022938282803093,19.593410445145466,2008-10-16
2014-08-17,420000,1006656.1291640379,24.03092446688398,20.464458328421554,2008-10-17
2014-08-18,420000,1006533.2612357535,24.027541748603966,20.764768556884107,2008-10-18
2014-08-19,420000,1013101.7829296779,24.207828856761832,23.095484315753186,2008-10-19
2014-08-20,420000,1016316.0386250778,24.29564285209831,23.166111812650673,2008-10-20
2014-08-23,420000,1028381.7072051913,24.62292055007414,23.089564502875923,2008-10-23
2014-08-24,420000,1029106.4998496822,24.64246299873032,28.39822802518068,2008-10-24
2014-08-25,420000,1029093.5482503218,24.642113902889687,31.932282545242263,2008-10-25
2014-08-26,420000,1030604.5892093551,24.682813948089493,30.37974683544304,2008-10-26
2014-08-27,420000,1040139.273109166,24.9383212215003,28.510116492949113,2008-10-27
2014-08-30,420000,1045227.7633243665,25.07150501203666,23.914092664092664,2008-10-30
2014-08-31,420000,1043593.2994874647,25.021141437066902,23.914092664092667,2008-10-31
2014-09-01,420000,1041448.4155483666,24.96406023643184,21.586804719479883,2008-11-01
2014-09-02,420000,1043081.8311817657,25.007540074622803,19.612441372500623,2008-11-02
2014-09-03,420000,1052499.3589480775,25.256961389547545,19.61244137250062,2008-11-03
2014-09-06,420000,1070848.330484502,25.7368597006171,16.124414367516916,2008-11-06
2014-09-07,420000,1070469.217261727,25.727024153805534,16.53905053598774,2008-10-07
2014-09-08,420000,1072462.0565401395,25.778688319805077,19.733099978122947,2008-10-08
2014-09-09,420000,1073301.0143484944,25.800410795256806,25.573482603446397,2008-10-09
2014-09-10,420000,1070991.5273296773,25.740573871111707,25.204059121994273,2008-10-10
2014-09-13,420000,1094495.222065678,26.343865330905647,18.778452200303487,2008-02-13
2014-09-14,420000,1089890.6579641222,26.22665599706366,15.705614567526549,2008-02-14
2014-09-16,420000,1061881.342102602,25.503327814823386,19.59341044514545,2008-10-16
2014-09-17,420000,1062529.912785434,25.520281983089415,20.46445832842155,2008-10-17
2014-09-20,420000,1087235.3582984689,26.15885027543574,23.16611181265067,2008-10-20
2014-09-21,420000,1088094.522587252,26.180807168991375,21.065319710710593,2008-10-21
2014-09-22,420000,1090241.8271624926,26.235611647265035,23.212030765698547,2008-10-22
2014-09-23,420000,1066450.0206164957,25.622546728182293,23.089564502875927,2008-10-23
2014-09-24,420000,1057445.9227539003,25.38711630075149,28.398228025180686,2008-10-24
2014-09-27,420000,1060810.9990579847,25.475326513489577,28.510116492949116,2008-10-27
2014-09-28,420000,1060184.5138609046,25.45892446816617,26.302881667688528,2008-10-28
2014-09-29,420000,1058921.1287845734,25.424908733614714,26.30288166768853,2008-10-29
2014-09-30,420000,1060039.756435354,25.45280094566349,23.914092664092667,2008-10-30
2014-09-30,420000,1058522.3223852925,25.42309696312037,23.914092664092667,2008-10-31
2014-10-03,420000,1039739.2471628457,24.926085114298385,19.612441372500626,2008-11-03
2014-10-04,420000,1040007.6706159242,24.933248076154886,16.113537117903924,2008-10-04
2014-10-05,420000,1040467.3937623833,24.945511818969337,14.811529933481141,2008-10-05
2014-10-06,420000,1041623.3236313963,24.976324925943057,16.124414367516916,2008-11-06
2014-10-07,420000,1041283.6116246653,24.967272771784547,16.53905053598774,2008-10-07
2014-10-10,420000,1045293.7860244426,25.073950317699957,25.20405912199427,2008-10-10
2014-10-11,420000,1046660.9889713287,25.110230765690773,20.400626678603395,2008-10-11
2014-10-12,420000,1047060.79355486,25.12083151404595,19.59077549174768,2008-10-12
2014-10-13,420000,1046365.3357575606,25.102389080459353,18.77845220030349,2008-02-13
2014-10-14,420000,1039935.4584005043,24.93132124514013,15.70561456752656,2008-02-14
2014-10-17,420000,1024301.3230556247,24.511110845931466,20.464458328421546,2008-10-17
2014-10-18,420000,1034217.8882435145,24.778351888426425,20.7647685568841,2008-10-18
2014-10-19,420000,1035032.6210172253,24.800198855896387,23.09548431575319,2008-10-19
2014-10-20,420000,1036740.1388900309,24.845932387366474,23.166111812650676,2008-10-20
2014-10-21,420000,1045372.2867563491,25.07603466160363,21.065319710710593,2008-10-21
2014-10-24,420000,1065192.4108425046,25.597564367004694,28.39822802518069,2008-10-24
2014-10-25,420000,1065454.1904735358,25.604390339615424,31.93228254524226,2008-10-25
2014-10-26,420000,1064893.5636815694,25.589769888795388,30.379746835443036,2008-10-26
2014-10-27,420000,1063836.363106584,25.56217938380641,28.510116492949106,2008-10-27
2014-10-28,420000,1067005.4393794371,25.644806703878835,26.30288166768853,2008-10-28
2014-11-01,420000,1087970.524655506,26.17564927159959,21.58680471947989,2008-11-01
2014-11-03,420000,1083459.9081208429,26.06018537859478,19.61244137250062,2008-11-03
2014-11-04,420000,1087883.874377237,26.173435483367737,16.113537117903928,2008-10-04
2014-11-05,420000,1088362.1546603444,26.185652748757963,14.811529933481147,2008-10-05
2014-11-08,420000,1098786.8177034177,26.450677170039643,19.73309997812294,2008-10-08
2014-11-09,420000,1099563.5730689582,26.470328361837243,25.57348260344639,2008-10-09
2014-11-10,420000,1098859.4742483695,26.452515874930494,25.204059121994273,2008-10-10
2014-11-11,420000,1106074.923021071,26.634540863169626,20.400626678603395,2008-10-11
2014-11-12,420000,1119352.2851994259,26.966552517664745,19.59077549174768,2008-10-12
2014-11-15,420000,1133391.8208327454,27.313567216811936,19.005534725941796,2008-03-15
2014-11-16,420000,1131536.6185653063,27.26794766729877,19.59341044514545,2008-10-16
2014-11-17,420000,1131619.4253707395,27.269985409640167,20.46445832842156,2008-10-17
2014-11-18,420000,1136391.8304258264,27.38718749043862,20.764768556884093,2008-10-18
2014-11-19,420000,1134274.735175218,27.335253185504747,23.095484315753186,2008-10-19
2014-11-22,420000,1143438.4580792675,27.559387075402352,23.212030765698554,2008-10-22
2014-11-23,420000,1142419.5297683917,27.534549899757582,23.089564502875927,2008-10-23
2014-11-24,420000,1143461.8273630897,27.559956472998664,28.398228025180682,2008-10-24
2014-11-25,420000,1134009.1336036872,27.32873122184968,31.932282545242263,2008-10-25
2014-11-26,420000,1132687.3621607772,27.296252906132963,30.379746835443044,2008-10-26
2014-11-29,420000,1147498.873842101,27.657139069067483,26.302881667688524,2008-10-29
2014-11-30,420000,1142780.4618745733,27.54074764114768,23.914092664092674,2008-10-30
2014-11-30,420000,1141346.149087723,27.51666197402644,23.914092664092678,2008-10-31
2014-12-01,420000,1138841.217628987,27.455440264963354,21.586804719479897,2008-11-01
2014-12-02,420000,1144105.7227638212,27.5839594598785,19.61244137250062,2008-11-02
