end_date,invested_amount,final_value,xirr,max_drawdown,max_drawdown_date
2020-06-28,420000,660583.4899421257,12.427507926774295,21.765093045745196,2020-03-28
2020-06-29,420000,659723.2826253151,12.391264280779984,21.476074135856685,2020-03-29
2020-06-30,420000,657675.4305977438,12.305349999088943,21.47607413585669,2020-03-30
2020-06-30,420000,656899.655950783,12.278099047192057,19.32927864423795,2020-03-31
2020-07-03,420000,678234.2427255684,13.154537558091775,22.90009066183136,2020-04-03
2020-07-04,420000,683815.5176328785,13.379317529658813,17.08567082915432,2020-04-04
2020-07-05,420000,683454.2848280948,13.364824249384732,17.80826407755676,2020-04-05
2020-07-06,420000,684155.0298958842,13.39293244789597,15.857505033181717,2020-04-06
2020-07-07,420000,696386.8674287627,13.879046207173385,13.116773624782962,2020-04-07
2020-07-10,420000,696448.645427693,13.88147990950701,10.372308339279366,2020-03-10
2020-07-11,420000,696191.7539079371,13.871358443159021,11.019779618095956,2020-03-11
2020-07-12,420000,696087.8019015965,13.867261710696008,16.195048608382184,2020-03-12
2020-07-13,420000,695893.7233137707,13.859611487475028,17.470568357528318,2020-03-13
2020-07-14,420000,688023.7727771433,13.547604690166729,18.71500997140729,2020-03-14
2020-07-17,420000,699333.2834555632,13.99488172376323,21.85668355350203,2020-03-17
2020-07-18,420000,703651.0132713293,14.163762404644928,22.982031147845586,2020-03-18
2020-07-19,420000,703049.9318054477,14.140313451997052,25.627675457027003,2020-03-19
2020-07-20,420000,702563.0746850028,14.121306041576057,24.462236930271985,2020-03-20
2020-07-21,420000,709901.4165793152,14.406435041736776,29.881650643806626,2020-03-21
2020-07-24,420000,707038.6821582967,14.29555151385829,30.04720091625308,2020-03-24
2020-07-25,420000,706887.0640505864,14.28966649408785,25.484530269927404,2020-03-25
2020-07-26,420000,706471.7903156629,14.273541373134407,23.354113197835265,2020-03-26
2020-07-27,420000,705714.7016786147,14.244119487923626,21.930927562531696,2020-03-27
2020-07-28,420000,713787.0478117681,14.556236166973067,21.76509304574519,2020-03-28
2020-08-01,420000,713855.9998131703,14.553168162509236,20.57520980801735,2020-04-01
2020-08-02,420000,713231.8659401914,14.529171595895676,21.53770639425455,2020-04-02
2020-08-03,420000,713635.7031159662,14.54470060197774,22.90009066183137,2020-04-03
2020-08-04,420000,719304.7982140253,14.761789342504045,17.085670829154324,2020-04-04
2020-08-05,420000,720365.0791966994,14.802204065104121,17.808264077556757,2020-04-05
2020-08-08,420000,734051.353212689,15.318695769479607,12.007283674482887,2020-04-08
2020-08-09,420000,733188.8434464211,15.286427028108946,10.461585128348315,2020-03-09
2020-08-10,420000,733413.0950267147,15.294820451517161,10.37230833927939,2020-03-10
2020-08-11,420000,734025.1705992448,15.317716757958936,11.01977961809596,2020-03-11
2020-08-12,420000,730379.0784714447,15.181047097221898,16.195048608382166,2020-03-12
2020-08-15,420000,733173.273426042,15.285844170351393,18.830078218724505,2020-03-15
2020-08-16,420000,733333.7692270397,15.291851685907174,18.8300782187245,2020-03-16
2020-08-17,420000,732106.3119783534,15.245873875036972,21.856683553502027,2020-03-17
2020-08-18,420000,735619.6621946042,15.377274971742082,22.982031147845593,2020-03-18
2020-08-19,420000,741053.8393780923,15.579306821042838,25.62767545702699,2020-03-19
2020-08-22,420000,751175.1414790355,15.951749975621086,29.881650643806616,2020-03-22
2020-08-23,420000,750694.8660220973,15.934188387338322,29.881650643806616,2020-03-23
2020-08-24,420000,751521.4288587554,15.964405371382021,30.047200916253082,2020-03-24
2020-08-25,420000,749411.3961809498,15.887203344137824,25.484530269927415,2020-03-25
2020-08-26,420000,759362.2075870972,16.249434160862137,23.35411319783527,2020-03-26
2020-08-29,420000,746388.2152558196,15.775540321369583,21.47607413585668,2020-03-29
2020-08-30,420000,746165.1831779571,15.766435240798044,21.47607413585668,2020-03-30
2020-08-31,420000,745232.9871811962,15.727600952099483,19.32927864423794,2020-03-31
2020-09-01,420000,744769.3493574973,15.71052144395964,20.57520980801736,2020-04-01
2020-09-02,420000,752170.1089223793,15.981913622738539,21.537706394254542,2020-04-02
2020-09-05,420000,732959.938557992,15.271930277301749,17.808264077556757,2020-04-05
2020-09-06,420000,733647.8232045863,15.297667422998629,15.857505033181708,2020-04-06
2020-09-07,420000,733146.4804383323,15.278912070334744,13.116773624782974,2020-04-07
2020-09-08,420000,729116.293149608,15.127682325696737,12.007283674482883,2020-04-08
2020-09-12,420000,738359.928242501,15.473335671037585,16.195048608382173,2020-03-12
2020-09-13,420000,738230.7711443882,15.468535361288183,17.47056835752833,2020-03-13
2020-09-14,420000,738230.7373396152,15.468534104777106,18.715009971407277,2020-03-14
2020-09-16,420000,750912.7572180179,15.935990650301177,18.830078218724513,2020-03-16
2020-09-19,420000,727660.1272679478,15.072838664639113,25.627675457026992,2020-03-19
2020-09-20,420000,727039.9031673815,15.049446356166237,24.462236930272,2020-03-20
2020-09-21,420000,727517.8420549345,15.067473983288087,29.881650643806623,2020-03-21
2020-09-22,420000,723186.5566259108,14.903672794563228,29.881650643806605,2020-03-22
2020-09-23,420000,732318.2531094124,15.247900266789458,29.88165064380662,2020-03-23
2020-09-26,420000,743355.4215996049,15.658370618457335,23.354113197835268,2020-03-26
2020-09-27,420000,742562.8117502317,15.629093672154557,21.93092756253169,2020-03-27
2020-09-28,420000,741566.7649936231,15.592258774326565,21.765093045745193,2020-03-28
2020-09-29,420000,744918.243397578,15.715323742008309,21.47607413585669,2020-03-29
2020-09-30,420000,747499.3187971648,15.809337348450123,21.476074135856685,2020-03-30
2020-10-02,420000,746198.1962505745,15.767954814402554,21.537706394254542,2020-04-02
2020-10-03,420000,746533.5427127186,15.780289703818584,22.900090661831364,2020-04-03
2020-10-04,420000,746060.2353377625,15.76287868468694,17.08567082915431,2020-04-04
2020-10-05,420000,745617.8950548696,15.746597016793777,17.808264077556757,2020-04-05
2020-10-06,420000,750295.8886119238,15.918306909363206,15.857505033181708,2020-04-06
2020-10-10,420000,757084.488516727,16.16563037828663,10.37230833927938,2020-03-10
2020-10-11,420000,757242.5808040301,16.171364086859175,11.019779618095951,2020-03-11
2020-10-12,420000,757296.7343565854,16.173327864161752,16.195048608382173,2020-03-12
2020-10-13,420000,764922.0168727344,16.448479946100203,17.47056835752833,2020-03-13
2020-10-16,420000,753968.9298277171,16.05239487284293,18.830078218724513,2020-03-16
2020-10-17,420000,750780.9101207644,15.93604993333842,21.856683553502034,2020-03-17
2020-10-18,420000,749517.8134304144,15.889819905710322,22.982031147845596,2020-03-18
2020-10-19,420000,748659.8103562704,15.85837292424588,25.627675457026996,2020-03-19
2020-10-20,420000,741791.9069275461,15.60537312514386,24.462236930271995,2020-03-20
2020-10-23,420000,747133.875611745,15.802357892860341,29.881650643806626,2020-03-23
2020-10-24,420000,743788.5846181412,15.679162929213067,30.04720091625307,2020-03-24
2020-10-25,420000,743712.5468994401,15.676356419841248,25.484530269927408,2020-03-25
2020-10-26,420000,743091.0411783477,15.653406430226783,23.35411319783527,2020-03-26
2020-10-27,420000,739263.1487009026,15.511639265362945,21.930927562531696,2020-03-27
2020-10-30,420000,728115.1850166636,15.093075684075046,21.476074135856685,2020-03-30
2020-11-01,420000,722966.107054079,14.893965961697738,20.575209808017348,2020-04-01
2020-11-03,420000,727670.867673743,15.071883324741965,22.900090661831367,2020-04-03
2020-11-04,420000,731781.6208931862,15.226414105943507,17.085670829154314,2020-04-04
2020-11-07,420000,762437.2583129343,16.352638178684902,13.11677362478296,2020-04-07
2020-11-08,420000,761901.5204280992,16.333340306626347,12.00728367448288,2020-04-08
2020-11-09,420000,761252.4693555412,16.30994295549268,10.461585128348318,2020-03-09
2020-11-10,420000,756021.0416479218,16.120640830133972,10.372308339279376,2020-03-10
2020-11-11,420000,761442.6441505734,16.316800504642607,11.019779618095956,2020-03-11
2020-11-14,420000,777323.8637273302,16.883627972108577,18.715009971407277,2020-03-14
2020-11-15,420000,776529.6362248723,16.855550950673013,18.83007821872451,2020-03-15
2020-11-17,420000,775011.3603473402,16.801799587628178,21.856683553502023,2020-03-17
2020-11-18,420000,770300.7088403758,16.63437086816409,22.982031147845596,2020-03-18
2020-11-21,420000,774269.7428503485,16.775506728148777,29.881650643806616,2020-03-21
2020-11-22,420000,774314.2608195841,16.77708573623378,29.881650643806623,2020-03-22
2020-11-23,420000,773803.9899549007,16.75898160924789,29.881650643806612,2020-03-23
2020-11-24,420000,779859.6106265206,16.973082688668836,30.04720091625308,2020-03-24
2020-11-25,420000,774950.1641241218,16.79963090543113,25.4845302699274,2020-03-25
2020-11-28,420000,782222.2324191197,17.05617445513267,21.76509304574519,2020-03-28
2020-11-29,420000,781325.5364736131,17.023908170459386,21.476074135856685,2020-03-29
2020-11-30,420000,780963.2461141743,17.01016529352399,21.476074135856678,2020-03-30
2020-11-30,420000,779901.434418082,16.97971317145489,19.32927864423793,2020-03-31
2020-12-01,420000,779324.6505129973,16.95938601907354,20.575209808017362,2020-04-01
2020-12-05,420000,789075.1205202176,17.30105398367082,17.80826407755675,2020-04-05
2020-12-06,420000,789574.7489352786,17.31845025809658,15.857505033181717,2020-04-06
2020-12-07,420000,789277.8038802743,17.308112395650667,13.116773624782963,2020-04-07
2020-12-08,420000,786462.3727336591,17.209906599877755,12.007283674482892,2020-04-08
2020-12-11,420000,791594.985186739,17.38868224824014,11.019779618095962,2020-03-11
2020-12-12,420000,791104.732399433,17.371655078555413,16.195048608382177,2020-03-12
2020-12-13,420000,791044.000245694,17.36954504804455,17.470568357528336,2020-03-13
2020-12-14,420000,791039.0491243989,17.369373023179307,18.715009971407277,2020-03-14
2020-12-18,420000,793334.5362604486,17.44901632574584,22.98203114784559,2020-03-18
2020-12-19,420000,776298.7557375272,16.852505125086235,25.627675457026985,2020-03-19
2020-12-20,420000,775609.6869322925,16.828108832703993,24.46223693027199,2020-03-20
2020-12-21,420000,775848.9665210035,16.8365828627375,29.881650643806612,2020-03-21
2020-12-22,420000,782923.466368498,17.085976683648127,29.881650643806612,2020-03-22
2020-12-25,420000,799468.0799793048,17.660724695309632,25.48453026992741,2020-03-25
2020-12-26,420000,798698.2356437452,17.634239542612203,23.35411319783528,2020-03-26
2020-12-27,420000,797584.7594068832,17.595888226396532,21.930927562531704,2020-03-27
2020-12-28,420000,796484.4766471632,17.55793996877847,21.765093045745196,2020-03-28
2020-12-29,420000,803215.978950435,17.78850584906081,21.476074135856695,2020-03-29
2021-01-02,420000,806933.8543853478,17.90920246133373,21.53770639425455,2020-04-02
2021-01-03,420000,807110.5569125585,17.915220984933576,22.90009066183136,2020-04-03
2021-01-04,420000,806593.8230600304,17.897617309498496,17.08567082915432,2020-04-04
2021-01-05,420000,805273.417394674,17.852584785939474,17.808264077556764,2020-04-05
2021-01-06,420000,803929.4547324836,17.80667484220695,15.85750503318171,2020-04-06
2021-01-09,420000,813726.979206238,18.139658220714338,10.461585128348311,2020-03-09
2021-01-10,420000,814040.5743079745,18.15025155440104,10.37230833927937,2020-03-10
2021-01-11,420000,814492.0669318541,18.16549612510006,11.019779618095969,2020-03-11
2021-01-12,420000,811912.0059110641,18.078269646269213,16.19504860838218,2020-03-12
2021-01-13,420000,812731.7526290196,18.10601281291124,17.47056835752833,2020-03-13
2021-01-16,420000,804449.8547256212,17.824460649322937,18.830078218724516,2020-03-16
2021-01-17,420000,802860.8244593528,17.770116835269977,21.856683553502034,2020-03-17
2021-01-18,420000,801815.9065199832,17.734324106419162,22.982031147845596,2020-03-18
2021-01-19,420000,806218.2483345213,17.88481562814267,25.627675457027,2020-03-19
2021-01-20,420000,814922.9733976813,18.18003793073746,24.462236930271985,2020-03-20
2021-01-23,420000,813883.5875465077,18.144948993108425,29.88165064380662,2020-03-23
2021-01-24,420000,814662.5522065277,18.171250389635667,30.047200916253086,2020-03-24
2021-01-26,420000,812978.5744042031,18.1143608050424,23.35411319783528,2020-03-26
2021-01-27,420000,811867.0191208813,18.076746342036795,21.930927562531704,2020-03-27
2021-01-30,420000,806395.395300408,17.888952335404483,21.47607413585668,2020-03-30
2021-01-31,420000,805438.464248756,17.851229145961,19.329278644237938,2020-03-31
2021-02-01,420000,804898.6461875772,17.832808389191435,20.57520980801735,2020-04-01
2021-02-02,420000,820265.2401869235,18.35252980333502,21.53770639425455,2020-04-02
2021-02-03,420000,829341.8776407726,18.655078424683012,22.90009066183136,2020-04-03
2021-02-06,420000,852809.6047686528,19.4226389666924,15.85750503318172,2020-04-06
2021-02-07,420000,852398.0937219667,19.40935731651765,13.11677362478297,2020-04-07
2021-02-08,420000,851578.430296252,19.382883858364345,12.007283674482887,2020-04-08
2021-02-09,420000,846845.7306632866,19.229541698514737,10.461585128348307,2020-03-09
2021-02-10,420000,846447.738919928,19.216608623544815,10.372308339279371,2020-03-10
2021-02-13,420000,856025.912579487,19.526232490884468,17.470568357528336,2020-03-13
