end_date,invested_amount,final_value,xirr,max_drawdown,max_drawdown_date
2013-05-03,420000,542725.7862474428,7.046586230983329,20.36607009570569,2008-11-03
2013-05-04,420000,545389.6714165424,7.180870537209412,18.88675432249694,2008-10-04
2013-05-05,420000,546217.9944086638,7.222490794155443,17.612195604150017,2006-06-05
2013-05-07,420000,553851.1082304085,7.603059270113602,22.48265628531104,2006-06-07
2013-05-10,420000,560168.5725047659,7.91405776418717,25.976635416011245,2006-06-10
2013-05-12,420000,549647.2975119048,7.394126394086807,23.86466593609513,2006-06-12
2013-05-13,420000,549420.6496952805,7.382816102056404,23.895870332486563,2006-06-13
2013-05-17,420000,567166.4185489791,8.254457072769027,23.190368104213963,2008-10-17
2013-05-18,420000,564287.0985183826,8.114911252468067,22.56775184564021,2008-10-18
2013-05-19,420000,565269.5042453922,8.162603711691748,26.3378029277894,2008-10-19
2013-05-20,420000,566478.3124951691,8.221172958382432,25.93442180542436,2008-10-20
2013-05-21,420000,561450.638968869,7.976740758344768,23.33843086103241,2008-10-21
2013-05-24,420000,550433.2602542763,7.433311512926832,37.551688064669534,2008-10-24
2013-05-25,420000,559004.135633946,7.8570007117091585,38.233708419017695,2008-10-25
2013-05-26,420000,557343.2810283402,7.775412017859776,36.28400495773215,2008-10-26
2013-05-27,420000,556910.9942494936,7.754135993295059,34.051109146604716,2008-10-27
2013-05-28,420000,560223.9076923587,7.916766200109153,29.703336691268678,2008-10-28
2013-06-02,420000,540878.3258182413,6.950250769468942,20.36607009570568,2008-11-02
2013-06-03,420000,540929.5794551371,6.952848610961358,20.366070095705684,2008-11-03
2013-06-04,420000,539482.5289416322,6.879407716240958,18.886754322496948,2008-10-04
2013-06-05,420000,540772.3152056531,6.94487672765694,17.612195604150003,2006-06-05
2013-06-08,420000,537979.2183974187,6.8029005565479235,26.162465941506806,2006-06-08
2013-06-09,420000,538399.2783485141,6.824300150538552,26.53645335203643,2008-10-09
2013-06-10,420000,538869.8393530075,6.848252463257791,25.976635416011252,2006-06-10
2013-06-11,420000,530780.9432972998,6.43354380378688,24.91745804826577,2006-06-11
2013-06-12,420000,527952.4556017951,6.287021116162192,23.864665936095125,2006-06-12
2013-06-15,420000,535992.5802323148,6.7014637869847755,20.021131668277764,2006-06-15
2013-06-16,420000,534621.8788647306,6.631254759968448,19.707249630081282,2008-10-16
2013-06-17,420000,535169.6018494861,6.659331606390051,23.19036810421396,2008-10-17
2013-06-18,420000,531966.6550324879,6.494731861919815,22.567751845640213,2008-10-18
2013-06-19,420000,533654.8672369471,6.581613704576675,26.337802927789404,2008-10-19
2013-06-22,420000,512949.9614596661,5.496319579036831,27.28489182746369,2008-10-22
2013-06-23,420000,512255.01128211786,5.459126537245976,28.474278525291886,2008-10-23
2013-06-24,420000,513491.50386119273,5.525266965080941,37.55168806466952,2008-10-24
2013-06-25,420000,514516.30940368486,5.579961844905808,38.23370841901769,2008-10-25
2013-06-26,420000,511334.73883837817,5.409795601981232,36.284004957732144,2008-10-26
2013-06-29,420000,539564.1893959674,6.883265649385888,29.703336691268692,2008-10-29
2013-06-30,420000,536980.2477810015,6.7512533285589305,26.415490540513247,2008-10-30
2013-06-30,420000,537725.6400400884,6.792169748984849,26.415490540513257,2008-10-31
2013-07-01,420000,536562.4584559118,6.732777259774187,23.027715986292318,2008-11-01
2013-07-02,420000,530858.0837863125,6.439613271657471,20.366070095705684,2008-11-02
2013-07-05,420000,533539.5389934761,6.577815421098462,17.11301231411369,2008-10-05
2013-07-06,420000,528503.3149586292,6.317665102666912,19.708494267874162,2008-11-06
2013-07-07,420000,529206.8528481768,6.3541572240962925,19.49253752438024,2008-10-07
2013-07-08,420000,529571.7874853378,6.373066856014866,21.555671764140538,2008-10-08
2013-07-09,420000,534355.6462017167,6.61973822622251,26.53645335203644,2008-10-09
2013-07-12,420000,548514.0613701602,7.336930399382262,22.058857260820687,2008-02-12
2013-07-13,420000,549895.0237529472,7.405880494886727,20.55722488550435,2008-02-13
2013-07-14,420000,548430.9604175932,7.332775670098831,20.109627509484415,2008-11-14
2013-07-15,420000,549604.1018474654,7.391369573100584,18.02716859136761,2008-10-15
2013-07-16,420000,541287.5321689652,6.97323759376884,19.707249630081296,2008-10-16
2013-07-19,420000,549034.0790487708,7.362914890227821,26.33780292778939,2008-10-19
2013-07-20,420000,549999.9329974857,7.411111375001672,25.934421805424368,2008-10-20
2013-07-21,420000,548977.3481375906,7.360081339033722,23.338430861032403,2008-10-21
2013-07-22,420000,549387.6766571163,7.380569457039503,27.28489182746369,2008-10-22
2013-07-23,420000,553272.6261616721,7.5737882044106515,28.47427852529189,2008-10-23
2013-07-26,420000,534863.2605016882,6.645781355839304,36.28400495773215,2008-10-26
2013-07-27,420000,529199.29733198,6.353765584407216,34.0511091466047,2008-10-27
2013-07-28,420000,529619.8981188185,6.375558796702522,29.70333669126868,2008-10-28
2013-07-29,420000,529439.9079216254,6.3659623757062285,29.703336691268685,2008-10-29
2013-07-30,420000,520049.54868473514,5.874681198089,26.41549054051325,2008-10-30
2013-08-03,420000,511235.1761691713,5.404000002979783,20.36607009570569,2008-11-03
2013-08-04,420000,511612.5580199503,5.424242751372104,18.886754322496937,2008-10-04
2013-08-05,420000,512517.320611781,5.472712540630227,17.113012314113686,2008-10-05
2013-08-06,420000,499589.0072618498,4.771724207439726,19.70849426787417,2008-11-06
2013-08-07,420000,497958.31999625557,4.681999604926705,19.492537524380236,2008-10-07
2013-08-10,420000,507128.0767885408,5.182709325596324,25.4023178688843,2008-10-10
2013-08-11,420000,507233.21450593584,5.188396811995452,21.674163007788877,2008-02-11
2013-08-12,420000,506970.10636335326,5.174161571069342,22.05885726082069,2008-02-12
2013-08-13,420000,513966.5247352956,5.5501684636287845,20.55722488550435,2008-02-13
2013-08-14,420000,516195.62786392635,5.668876464216986,20.109627509484405,2008-11-14
2013-08-17,420000,488549.2865762589,4.1583764613990155,23.19036810421396,2008-10-17
2013-08-18,420000,488189.3402101933,4.138141555850168,22.567751845640213,2008-10-18
2013-08-19,420000,488703.0705456133,4.167017016670149,26.337802927789394,2008-10-19
2013-08-20,420000,488154.2384766142,4.1361674472938414,25.93442180542436,2008-10-20
2013-08-21,420000,478626.30558265006,3.5948945384515723,23.3384308610324,2008-10-21
2013-08-24,420000,495182.65544931975,4.528585630331126,37.55168806466953,2008-10-24
2013-08-25,420000,494580.2132577446,4.495172404609788,38.23370841901768,2008-10-25
2013-08-26,420000,493421.81575754087,4.430807731917415,36.284004957732144,2008-10-26
2013-08-27,420000,476170.0066992163,3.453570566800618,34.0511091466047,2008-10-27
2013-08-28,420000,476189.4877628569,3.454694344143436,29.703336691268674,2008-10-28
2013-08-31,420000,497870.3732498275,4.675238569107436,26.415490540513254,2008-10-31
